timeindex,flag,currentBack,motorTempBack,positionBack,refPositionBack,refVelocityBack,trackingDeviationBack,velocityBack,currentFront,motorTempFront,positionFront,refPositionFront,refVelocityFront,trackingDeviationFront,velocityFront
5973,1,43,39,577.5,578.4999984,6,1.00E+01,7,154,45,971.4994917,970.4999984,7,6.000498308,9.010381426
5974,1,7,43,580.4994186,580.4999992,6,5.000539834,10,41,44,971.4994294,972.4999992,9,9.000602123,9
5975,1,-36,38,4.999543217,9.00E+00,7,5.000456783,6,-26,42,402.0026061,401,7,8.997425406,9.979237148
5976,1,-33.5,40,579.4995017,581.4999984,10,9.000456783,8.979237148,258,40,972.5089803,968.4999984,5,8.991051211,5
5977,1,230,38,580.4997924,579.4999968,7,6.000166103,8,105,42,970.4996578,971.4999968,10,9.000373731,5
5978,1,177.5,43,8.641406032,6.409541549,96.43698268,7.00029068,60.647595,423,42,398.4078152,401.5985443,144.6144471,8.000851277,102.9760524
5979,1,24,43,579.4997924,579.4999984,9,5.000207629,5,146,42,968.4994917,973.4999984,9,8.000498308,9
5980,1,99,45,576.4992941,578.4999968,8,6.000664411,8,70,45,972.4995747,971.4999968,6,8.000456783,6.020762852
5981,1,147,43,9.999044909,7.00E+00,10,8.000996617,7.020762852,45,46,400.9995332,400,7,10.00049831,5
5982,1,-22.5,46,579.4995847,578.4999968,9,8.000415257,9.010381426,11,42,973.498495,970.4999968,10,6.001536451,10
5983,1,-7,42,581.4989203,578.4999984,6,9.001079668,4.979237148,8,46,973.499284,970.4999984,5,9.000747463,7
5984,1,44.5,43,577.4995432,576.4999976,5,6.000456783,6,41,44,970.4993256,973.4999976,6,8.000664411,6
5985,1,842,45,376.0795897,379.845853,588.4767587,6.000415257,591.7958832,669.5,45,766.9292969,771.7266701,592.805929,10.00039449,590.2871933
5986,1,-22,40,580.5008305,577.4999992,5,6.998131343,9.979237148,-2,46,968.5037688,968.4999992,7,4.992151642,5.979237148
5987,1,379,42,382.9453044,385.7702928,441.0042037,6,367.4672612,357,42,758.1142436,767.8696553,414.9891314,9.000373731,333.2225516
5988,1,649,44,500.3252841,502.0132798,562.0844099,8.982725307,571.0434123,474,46,877.2964157,880.2087915,569.9820159,4.979320199,577.8432465
5989,1,845,43,381.9417539,389.7702928,586.0438087,5.000373731,590.0276576,723,47,762.0718874,764.8696553,595.1185772,6.000373731,596.1145564
5990,1,47,44,581.4997924,578.4999992,7,9.000207629,8,125,42,972.4994917,972.4999992,8,7.000539834,8
5991,1,67,47,4.99941864,1.00E+01,5,5.000622886,5,64,42,400.9995124,397,8,5.000519071,10.01038143
5992,1,10,45,578.4995847,577.4999968,5,7.000415257,10,110,42,971.4987027,973.4999968,7,10.00132882,8
5993,1,-14,39,579.4995847,580.4999968,8,5.000373731,7,52,41,971.4992425,973.4999968,9,10.00074746,8
5994,1,-40,40,576.5005191,580.4999992,9,5.99439403,5.979237148,-9.5,43,969.5006129,973.4999992,6,5.992089353,10
5995,1,14.5,43,581.4996263,578.4999976,9,7.000332206,10,96,44,971.4993671,971.4999976,7,6.000622886,6
5996,1,-36,42,581.4995017,581.4999992,7,8.000456783,7.989618574,-26,42,969.5039349,970.4999992,10,4.996055058,9
5997,1,302.5,40,576.5006229,577.4999968,8,5.986857115,6.051907131,538,41,972.5156867,969.4999968,8,7.98347277,7.020762852
5998,1,90,42,581.4996263,581.4999968,8,9.000373731,7,291,40,969.4989934,970.4999968,5,5.000996617,8
5999,1,71,45,581.4999585,581.4999992,5,8.00E+00,9,286,42,969.5020247,968.4999992,7,5.998006766,7
6000,1,70,44,578.4996263,580.4999968,5,10.00037373,8,258.5,42,972.4989934,969.4999968,6,6.001038143,10
6001,1,192,39,578.4998754,578.4999968,9,7.000124577,8,125.5,39,968.4996785,970.4999968,9,7.000352968,6
6002,1,101,44,577.4996263,579.4999984,8,6.000373731,6,104.5,43,972.4995124,972.4999984,9,7.000519071,7
6003,1,100,43,579.4998754,580.4999968,5,9.00E+00,9,122,47,971.4993256,969.4999968,7,5.000664411,9
6004,0,14,39,580.4995847,579.4999976,5,5.000415257,10,108.5,40,969.4991595,972.4999976,8,10.00087204,5
6005,0,225,41,364.4313364,370.1948378,412.7397684,7.987251609,430.2333636,731,39,737.5424304,743.3613613,417.6660156,7.985382952,432.7181396
6006,0,48,38,9.99970932,9.00E+00,10,7.000249154,5,96,38,396.9995955,398,6,7.00043602,9
6007,0,42,38,580.4997093,576.4999992,10,8.000249154,9.020762852,179.5,39,968.4994086,969.4999992,5,8.000622886,7
6008,0,559,40,374.0612769,381.8458568,588.4767587,6.999750846,589.0624172,899,38,767.9250405,773.7266687,594.8064968,6.00029068,591.2941916
6009,0,3,43,8.999875423,6.00E+00,5,5.00E+00,8.010381426,108,42,401.9991595,399,10,7.000830514,8
6010,0,-31,35,580.5,576.4999968,8,9,7,7,34,973.5000315,973.4999968,9,10,8
6011,0,-40,35,577.4999169,578.4999976,5,6.00E+00,8.979237148,7,33,970.4997408,970.4999976,10,5.00029068,8.979237148
6012,0,-29,41,579.5000208,576.4999992,8,1.00E+01,6.041525705,93,37,972.4996993,969.4999992,8,9.00029068,8
6013,0,-28,37,577.4999169,577.4999968,9,6.00E+00,6,17,38,973.4996162,968.4999968,7,7.000373731,6
6014,0,-26,40,580.4999792,581.4999984,5,9.00E+00,4.989618574,84,40,972.4997408,971.4999984,7,9.000249154,6
6015,1,11.5,46,6.999211012,9.00E+00,10,5.000830514,10,757,43,401.003312,398,7,9.996677944,5
6016,1,57.5,47,579.499647,577.4999992,5,7.000352968,7.010381426,145,44,973.4995332,972.4999992,10,7.000456783,9
6017,0,-22,40,579.4999585,579.4999984,8,6.00E+00,6.020762852,75,39,969.4996993,969.4999984,10,7.00029068,8
6018,0,-33,36,581.5019517,581.4999984,10,4.998048292,9.937711443,3,41,970.5018171,970.4999984,9,7.998172869,7.979237148
6019,0,-28,38,578.5,577.4999984,8,7,5.020762852,107,37,968.4999692,968.4999984,6,8,10.02076285
6020,0,-16,37,576.5,579.4999984,8,6,9,258,41,969.4994501,973.4999984,6,5.00058136,5
6021,0,-29.5,34,4.999543217,5.00E+00,5,5.000456783,10.02076285,30.5,34,397.9992425,400,5,9.000747463,10
6022,0,295,31,565.4246768,569.4135096,238.1122473,6.988995688,258.829252,352,34,952.9344056,950.4375121,247.8426901,7.985590581,266.8434808
6023,0,-8,47,580.4995847,578.4999976,6,10.00041526,7,60,42,970.4993671,972.4999976,5,6.000664411,10
6024,0,-9,43,577.5,580.4999976,10,5,10,78,46,971.4997408,969.4999976,10,5.00029068,5.020762852
6025,0,10,45,5.00E+00,9.00E+00,8,5.00E+00,5.020762852,132.5,44,396.9996578,397,6,10.00037373,5
6026,0,560,45,375.0622735,383.8458563,587.4767587,4.993148259,592.2111402,755.5,44,764.9128735,770.7266704,593.805929,9.999190249,592.7961153
6027,0,483,43,383.9392832,389.7702911,585.0465257,1.00E+01,587.7058334,900,44,760.1083885,766.8696577,594.1174417,7.000373731,594.2009909
6028,0,54,42,576.5002907,581.4999984,6,9.992380033,9.020762852,255,42,971.5006544,969.4999984,10,6.984469387,7.041525705
6029,0,22,41,577.5000208,579.4999968,9,7.00E+00,5,141,45,969.4996162,970.4999968,5,10.00037373,7
6030,0,29.5,42,580.4995847,576.4999984,7,8.000415257,6,99,44,972.4992425,968.4999984,6,10.00074746,5
6031,0,3,46,1.00E+01,9.00E+00,9,6,5.020762852,105,48,397.9998239,401,7,10.00020763,5.020762852
6032,0,-22,45,580.4999585,578.4999984,7,1.00E+01,7,16.5,48,969.4989934,968.4999984,8,5.000996617,7
6033,0,521,42,373.9214794,382.7029105,586.3978204,5,590.1594652,510.5,44,764.7760451,770.5832989,593.0106783,8.000124577,590.861787
6034,0,67,42,579.4997301,581.4999968,5,6.000269917,6,161,46,968.4996993,970.4999968,6,6.000332206,7.020762852
6035,1,104,44,578.4993771,579.4999984,10,6.00058136,7,101,45,969.4993671,970.4999984,9,8.000622886,9
6036,1,3.5,47,578.5023877,577.4999968,5,4.990968159,9,62,45,969.5045786,971.4999968,10,4.988268988,6
6037,1,120.5,41,577.4992525,579.4999984,6,10.00070594,6,74,43,972.4995332,969.4999984,5,5.000498308,10.02076285
6038,1,-34,47,579.5004153,580.4999968,6,8.998629652,5.979237148,6,45,972.5018794,968.4999968,8,5.995951244,9.979237148
6039,1,76.5,47,6.03224471,8.00E+00,8,8.988580431,9,585,47,399.02258,402,6,9.978863416,7.020762852
6040,1,167,40,577.4994186,579.4999992,7,5.000539834,7,127,45,972.4995747,968.4999992,10,5.000415257,6.020762852
6041,0,257,36,360.4392678,368.1948378,127.4938533,6.988372803,150.4056375,340,39,739.5462508,743.3613613,135.3152958,8.985009221,151.6687884
6042,0,-41,36,6.001806368,9.00E+00,6,6.998152106,6.948092869,6,37,399.0013603,402,7,9.998671177,7.979237148
6043,0,257,37,575.7447695,574.5781637,101.6457355,9.990552902,119.3547919,367.5,41,968.9438727,966.065133,77.61845191,8.985694395,98.95167433
6044,0,-17.5,41,578.5002699,577.4999984,10,5.994144876,7,3,39,971.4999484,968.4999984,5,4.994061824,7.979237148
6045,0,-7,36,581.5,580.4999984,7,7,10.01038143,93,40,969.4995332,972.4999984,9,5.000456783,10.01038143
6046,0,177.5,40,18.6888189,18.28773967,444.0050147,6.00E+00,365.1142927,164.5,43,413.8143046,420.2811571,492.4527267,9.000124577,457.2318377
6047,0,267,39,365.4540095,370.1948378,510.108114,4.989452471,523.1297477,347.5,39,738.5444859,747.3613613,510.9170197,5.981334196,524.6975752
6048,0,-23,41,577.4999585,580.4999992,9,6.00E+00,7.989618574,103,42,968.4999484,972.4999992,6,1.00E+01,7
6049,0,-21,36,577.5,579.4999968,5,7,8,55.5,39,970.4996578,968.4999968,10,10.00037373,6
6050,0,-11,38,581.4995432,579.4999984,5,8.000456783,5,38,43,971.4994917,973.4999984,7,6.000539834,10
6051,1,-6,42,579.4992941,577.4999968,5,5.000705937,7.010381426,9,43,973.4993671,972.4999968,7,9.000622886,6
6052,1,37,40,576.4990449,581.4999992,7,10.00095509,6.020762852,6,46,971.4993671,971.4999992,9,7.000622886,9
6053,0,70.5,42,580.4997093,577.4999984,5,5.000249154,8,145,43,971.499637,968.4999984,8,8.000352968,5
6054,0,491,42,147.3419931,155.0463507,591.4756233,8.00E+00,591.08318,834,46,536.6507436,544.2849873,594.8073484,7.000415257,588.1143243
6055,0,52,40,576.5,581.4999968,10,7.00E+00,8.010381426,241,45,971.4995332,971.4999968,10,5.000456783,6.020762852
6056,0,-12,40,580.4999585,581.4999984,9,7,9.020762852,57.5,46,969.4991179,971.4999984,6,8.000913565,10
6057,0,-9,43,579.4999169,579.4999968,8,9.00E+00,10,114.5,46,968.4991179,972.4999968,10,7.000913565,7
6058,0,5,40,581.5007475,579.4999984,10,5.992193168,6.989618574,183.5,47,971.5051392,973.4999984,8,6.985029984,6
6059,0,33,43,581.4997924,577.4999976,7,6.000166103,8,72,42,971.4995747,970.4999976,7,8.000456783,5
6060,0,-5,41,578.5,579.4999984,7,5,8.958474295,23,43,973.4996578,971.4999984,6,7.000332206,6
6061,0,265.5,41,572.3693111,572.6957502,156.3756296,7.990968159,177.5530668,462.5,43,961.7575419,964.3743964,135.3163096,6.981500299,156.3643439
6062,1,109.5,39,579.4995432,576.4999992,5,5.000415257,5.020762852,113,43,971.4995747,971.4999992,7,8.000415257,6.020762852
6063,1,107,40,580.4995432,578.4999992,10,10.00041526,6,142.5,41,971.4996578,968.4999992,7,10.00037373,10
6064,1,7,42,577.4996678,578.4999984,5,10.00029068,6,109,42,968.4993671,971.4999984,5,9.000664411,5
6065,1,721,42,381.9424183,385.7702931,585.0458363,5.999086435,590.6124006,974,40,762.1054402,764.8696545,597.1174417,8.00029068,591.9136941
6066,1,-55,39,6.999667794,5.00E+00,5,10.00033221,6.979237148,-34,40,398.9994917,398,5,7.000539834,8.979237148
6067,1,576,41,375.0695405,382.845853,578.4709872,7.00E+00,576.1097804,939,43,769.9363355,774.7266701,579.2828066,10.00058136,576.8676246
6068,1,40,42,580.5,576.4999992,8,6,9.020762852,79,40,970.4993671,971.4999992,9,10.00062289,9
6069,1,95,39,578.4996678,579.4999992,8,9.000332206,6.020762852,354.5,39,968.4990764,973.4999992,9,10.00087204,7.020762852
6070,1,76,41,577.4993356,577.4999992,8,5.000622886,7.020762852,96,39,968.4994501,973.4999992,5,8.000539834,5.979237148
6071,1,10,42,579.4990864,577.4999992,8,7.00087204,7,40.5,46,969.4990764,968.4999992,5,6.000913565,5
6072,1,167,43,580.4993771,579.4999992,7,10.00058136,10,196.5,45,970.4994501,968.4999992,5,5.000539834,10
6073,1,208,42,577.4993979,577.4999992,8,6.000498308,7.051907131,228,46,971.4994917,969.4999992,8,7.000498308,7.020762852
6074,1,-72,43,6.999750846,6.00E+00,6,5.000249154,6,-35,47,400.9991595,397,7,9.00087204,7.979237148
6075,1,-7,41,581.4991695,578.4999984,6,6.000830514,7,817,40,970.503312,968.4999984,6,7.996719469,8
6076,1,48,38,578.4993771,576.4999984,7,10.00062289,9,597.5,41,969.5028345,972.4999984,7,9.997197015,8
6077,1,798.5,40,384.9445362,388.7702916,585.0441737,6.992234693,587.5916377,761.5,40,763.1015368,763.8696581,593.1174417,6.99323131,593.3289512
6078,1,46,40,8.999750846,9.00E+00,5,9.00029068,8,78,40,396.9994086,400,5,5.00058136,8
6079,1,59,42,578.4997093,581.4999968,8,10.00029068,7,194.5,38,971.4992425,968.4999968,6,7.000747463,10
6080,1,228.5,43,578.4390818,578.491104,12.24965301,6.991507993,23.52699825,1106,45,969.7647774,971.1769107,5,4.997591509,15.58182417
6081,1,-61,42,579.4995847,579.4999984,6,7.000373731,9,95,44,970.5128629,968.4999984,8,9.987127032,7.979237148
6082,0,501,33,464.6051638,465.7465149,582.8364691,7.984510912,586.5394985,851,32,833.0584183,835.2650081,585.4596446,7.982559204,581.8712398
6083,0,-36,32,577.4999169,581.4999976,7,8,9.020762852,193,30,968.4995747,970.4999976,7,9.000415257,5.041525705
6084,0,-46,36,576.4996678,580.4999984,8,6.000332206,6,-15.5,36,969.4995124,968.4999984,5,6.000477546,8.979237148
6085,1,-31,40,8.000249154,7.00E+00,6,7.999792371,6.979237148,1048,43,402.0031875,401,7,5.996844046,8.020762852
6086,1,61,43,577.4997093,578.4999976,9,5.00029068,8,121,43,970.4994917,973.4999976,6,9.000539834,9.979237148
6087,1,652,41,368.2503762,375.0203454,584.0441737,6.00E+00,585.5812563,983,45,747.4610073,754.2470762,598.1174417,10.00033221,589.9552198
6088,1,71,40,579.4995432,576.4999984,5,9.000415257,6,96,40,968.4995747,972.4999984,10,5.000456783,8
6089,0,383,42,363.4352398,368.1948378,581.612724,6.981894793,585.5568782,435,40,739.5547843,744.3613613,583.4800719,9.982185473,587.9825167
6090,0,65,45,578.4997093,581.4999992,7,7.00029068,7,186,43,969.499554,969.4999992,6,8.000477546,7
6091,0,-3,41,577.4995432,576.4999992,9,9.000456783,10,11,40,972.4989518,970.4999992,6,10.00107967,5
6092,0,3,42,576.4998754,576.4999976,10,6.00E+00,7.020762852,234.5,47,973.4994086,968.4999976,7,9.000539834,9.031144278
6093,1,90,44,580.5000415,576.4999976,8,1.00E+01,5,139,45,973.4994501,971.4999976,8,9.00058136,7
6094,1,80,44,578.5000415,576.4999992,5,8.00E+00,8.020762852,159,42,970.4994709,971.4999992,5,6.000539834,5.020762852
6095,1,51,44,581.4997093,580.4999984,5,9.00029068,8,181,44,969.4995332,971.4999984,8,6.000456783,10
6096,0,24,39,9.99970932,6.00E+00,10,6.000249154,5.020762852,104,44,396.9992425,402,9,7.000747463,9
6097,0,-6,41,581.4999169,580.4999992,10,8.00E+00,7.958474295,190,42,973.4993671,972.4999992,10,10.00062289,6
6098,0,-7,44,581.4999585,577.4999984,8,7.00E+00,7.979237148,186.5,43,972.499284,969.4999984,8,9.000705937,8
6099,0,-8,42,581.4999585,578.4999976,9,1.00E+01,5,93,45,970.4990764,970.4999976,9,10.00091357,9
6100,0,493,44,355.5783287,363.3687778,584.0458363,9.990490614,587.8615548,786,47,744.4640386,753.2470766,598.1174417,9.988580431,596.0730307
6101,0,-14,43,579.4999169,580.4999984,5,6.00E+00,10.02076285,11,45,968.4995747,969.4999984,5,8.000415257,7.020762852
6102,0,237.5,44,556.0064784,556.7580692,328.9902551,9.987874494,348.9330324,349.5,46,940.0326026,946.0418998,305.5882902,4.98617194,325.7894505
6103,0,18,42,581.4997093,581.4999976,10,10.00024915,9,131.5,47,973.4992425,969.4999976,7,5.000747463,7
6104,0,48,45,577.4998754,581.4999984,7,5.000124577,8.020762852,139.5,46,968.499201,972.4999984,6,7.000830514,10.01038143
6105,0,59,46,580.4999169,581.4999976,8,6.00E+00,7.979237148,113,48,973.4996578,970.4999976,10,10.00037373,9
6106,0,15,42,576.5,578.4999968,8,6.00E+00,6,60,46,970.500073,972.4999968,8,9.00E+00,10
6107,0,7,42,578.5,581.4999968,10,1.00E+01,8,86,48,970.4996993,970.4999968,6,10.00033221,8
6108,0,-16,45,581.4999585,579.4999976,7,10,6,26,49,972.4996162,973.4999976,5,9.000373731,9.020762852
6109,0,-27.5,43,577.5001869,581.4999976,6,5.999107197,7,1,49,969.5002599,972.4999976,8,6.998858043,5
6110,0,-28,36,576.4999585,578.4999984,8,8,9.979237148,47,37,970.4998239,968.4999984,6,10.0001661,6.989618574
6111,0,-21,37,577.5007059,577.4999984,6,8.99468471,9,40,41,970.5011112,972.4999984,7,7.988829585,10
6112,0,585.5,39,385.9412764,389.7702931,585.0458363,8.996927098,586.1140921,907,43,759.1085131,763.8696545,597.1174417,5.000249154,595.8861651
6113,0,-25,40,580.5000415,581.4999976,9,1.00E+01,6.010381426,70,38,968.4996162,970.4999976,6,10.00041526,10
6114,0,43.5,39,577.4997508,577.4999976,8,5.000249154,10,133,41,969.4996162,972.4999976,8,5.000415257,10
6115,0,37,42,580.5,578.4999976,6,9.00E+00,7,104,39,969.499637,972.4999976,8,10.00039449,9.979237148
6116,0,5,38,581.4999169,577.4999976,7,8,7.020762852,21,43,970.49999,969.4999976,8,9,7.020762852
6117,0,252,40,385.9357327,385.7702911,567.2844794,8.000166103,527.8532966,331,42,769.9116485,772.7266701,578.5095231,9.000249154,573.7983377
6118,0,-17,38,581.4999169,577.4999976,8,9.00E+00,4.979237148,134,41,970.4992425,969.4999976,6,6.000788988,9
6119,0,-21,43,580.4997508,581.4999984,5,7.000207629,10,1,41,968.4995332,968.4999984,10,7.000456783,10
6120,0,68,39,577.4997508,577.4999968,5,6.000207629,5,203,43,968.4994086,969.4999968,10,8.00058136,7
6121,0,-20.5,41,580.4999169,581.4999968,7,9.00E+00,7.979237148,186.5,47,969.499201,968.4999968,9,6.000788988,7.020762852
6122,0,-14,45,578.4995432,580.4999976,8,7.000456783,9,14.5,44,970.4994501,973.4999976,8,9.000539834,9
6123,0,16,44,578.5,576.4999976,9,7,7,87,47,969.4995747,970.4999976,8,5.000415257,9
6124,0,12,43,581.5000415,576.4999976,8,6.00E+00,5,112,46,970.4996578,971.4999976,8,9.000332206,5
6125,0,-33,46,577.5000831,578.4999976,10,8.00E+00,6.979237148,1,47,970.4994086,970.4999976,7,8.00058136,8
6126,1,813.5,47,384.9507442,388.7702911,587.0465257,7.000456783,590.9861319,721,47,761.1012461,766.8696577,594.1174417,9.000332206,590.9967455
6127,1,467.5,45,575.7224104,579.0775949,43.65044893,4.986815589,64.26033129,383,46,965.6886583,967.5639632,50.78870437,8.985092272,68.81101118
6128,0,-37,30,578.4999585,577.4999992,7,1.00E+01,6.958474295,68,34,970.4990349,968.4999992,8,5.000955091,10
6129,0,-50,33,576.4998754,577.4999984,6,10.00012458,9.979237148,6,32,970.4996578,971.4999984,5,9.000373731,5
6130,0,-39,32,576.4998339,577.4999976,7,8.000166103,10,19,36,971.4995955,968.4999976,8,10.00043602,9
6131,0,3,34,580.5,578.4999976,7,8.00E+00,5,111,39,971.4996993,969.4999976,10,8.000332206,5
6132,0,-23,37,577.4998339,578.4999984,8,8.000124577,5,33.5,37,971.4994086,970.4999984,9,8.00058136,7
6133,0,13,39,5.00E+00,1.00E+01,9,6.00E+00,5,175,41,399.9994501,402,10,9.000539834,7
6134,0,-20,36,579.4997924,577.4999968,8,7.000166103,7,32.5,40,972.4994086,972.4999968,9,8.00058136,7
6135,0,-33,41,578.4999585,578.4999968,7,6,9.041525705,79,39,972.4996162,973.4999968,8,8.000373731,6
6136,1,71,38,576.5,580.4999968,8,6.00E+00,10,178,40,973.5014434,970.4999968,6,5.9985466,8
6137,1,-18,41,576.4995847,578.4999992,5,5.000373731,8,-28,40,973.4992425,971.4999992,6,9.000788988,6
6138,1,46,41,580.5026576,578.4999992,7,8.988248226,10,260.5,42,973.5112642,971.4999992,9,9.987832969,7
6139,1,494,42,460.6067002,465.7465149,580.8364691,7.984926169,586.0619529,782.5,44,838.5060326,843.6970335,582.2828066,6.987666866,577.705137
6140,1,-8,45,9.999086435,7.00E+00,8,8.000955091,7.979237148,-10,43,399.9997201,401,7,9.000269917,9
6141,0,-16,46,576.5,581.4999976,7,6,6,88.5,45,970.4996993,970.4999976,6,5.000332206,5
6142,0,-13,42,579.4999169,580.4999976,10,6.00E+00,8,0,39,970.4990764,972.4999976,9,6.000955091,6
6143,0,34,42,581.5,578.4999984,6,9.00E+00,7,170,40,972.4994501,972.4999984,9,5.00058136,5
6144,0,-9,39,579.4999169,576.4999984,8,8.00E+00,8.020762852,25,42,971.4997408,969.4999984,6,9.00029068,6
6145,0,5,40,577.5,577.4999992,5,7.00E+00,8,37,42,968.500073,971.4999992,6,5.00E+00,8
6146,0,-10,41,581.4997301,577.4999992,9,10.00026992,9,0,36,971.4994086,972.4999992,9,5.00058136,10
6147,0,540,39,418.2560851,425.3351916,587.4767587,8.989037214,590.7785034,757,40,792.749235,800.7011474,589.805929,8.983348192,590.7060656
6148,0,61,40,10.02703323,1.00E+01,10,7.991051211,6,290,43,400.0249469,397,9,5.981811741,8
6149,0,0,40,576.5,580.4999992,9,7,4.979237148,89,41,969.4996162,969.4999992,6,7.000415257,9
6150,0,-29,36,6.00E+00,9.00E+00,9,9.00E+00,6.979237148,-22.5,43,398.999284,402,6,5.000747463,4.989618574
6151,0,-21,41,577.5001038,578.4999992,9,7.999896186,8.979237148,-23,47,971.5002184,970.4999992,6,9.999813134,7.979237148
6152,0,-3,40,578.5,581.4999968,5,8,6.020762852,222,44,972.4994086,969.4999968,7,7.000622886,9
6153,0,-23,40,581.4998547,579.4999984,9,6.000103814,5.979237148,12,46,971.499284,971.4999984,9,6.000747463,8
6154,1,-25,47,578.4993771,577.4999968,10,10.00062289,5.020762852,8,45,970.4994501,969.4999968,7,7.00058136,4.989618574
6155,1,203,45,579.4994809,578.4999984,7,5.000519071,8,106,46,968.4996578,970.4999984,10,10.00037373,8
6156,1,28,43,577.4991695,580.4999984,6,9.000788988,8,51,45,969.499284,972.4999984,10,6.000705937,8
6157,1,200,41,576.4993356,578.4999992,8,7.000622886,8,19,42,969.4993671,970.4999992,6,5.000622886,9
6158,1,-70,42,579.4996055,581.4999976,7,7.000352968,9,-23,43,973.4992425,968.4999976,9,5.000747463,7
6159,1,48,44,577.4995017,578.4999968,8,5.000498308,7,90,40,973.4994917,969.4999968,10,9.000539834,7
6160,1,81,43,579.4995847,581.4999968,6,6.000415257,10.02076285,131,44,968.4995332,972.4999968,10,5.000498308,5.979237148
6161,1,146,40,579.4992525,578.4999984,7,6.000747463,10,104,44,969.4994917,971.4999984,7,7.000498308,6.020762852
6162,1,11,40,577.4995432,576.4999976,10,10.00045678,5,62,45,972.4991595,971.4999976,8,5.000830514,7
6163,1,-41,41,580.5005398,581.4999976,8,8.994435556,4.979237148,264.5,45,970.5156659,973.4999976,10,6.981313433,8.979237148
6164,1,496,44,557.09294,559.6075716,305.0245585,4.98617194,323.4084887,569.5,45,941.0154317,943.0418986,308.5852487,5.983493532,329.1631819
6165,1,-63.5,46,7.999003383,9.00E+00,10,7.000996617,7,133,47,398.0072985,401,8,6.992733002,6
6166,1,-63,44,578.4998339,580.4999976,5,10.00012458,6.989618574,44,42,973.512946,973.4999976,9,6.987085506,9.979237148
6167,1,794,43,249.2043216,260.2360409,591.4756233,6.000166103,586.2145233,780,40,640.1651919,647.2809558,589.8073484,7.000539834,593.6230142
6168,1,131,40,7.99970932,8.00E+00,7,7.00029068,5,142,44,398.9994917,401,6,5.000498308,7
6169,1,108,39,581.4996263,576.4999992,7,5.000332206,10,116,40,973.4994917,968.4999992,7,5.000498308,10
6170,1,185,38,581.4997924,581.4999968,10,6.000207629,10,127.5,41,968.4994501,972.4999968,7,5.00058136,5
6171,1,-39,38,578.5017648,581.4999968,6,4.997300829,6.979237148,-18.5,39,968.5063019,969.4999968,6,7.993688093,9
6172,1,49,39,8.999833897,1.00E+01,6,10.00024915,5.020762852,194,40,399.9994917,397,7,9.000539834,8.020762852
6173,1,343,42,361.4453306,369.1948378,414.7397684,5.987874494,432.3994664,581,42,739.5325057,745.3613613,416.6660156,8.979486302,436.3444083
6174,0,-17,41,579.5,581.4999968,7,8.00E+00,6.020762852,87,40,969.4995332,970.4999968,5,8.000498308,6
6175,0,-5,40,577.4999585,579.4999992,5,9.00E+00,7,46,41,973.4995747,972.4999992,5,5.000415257,6
6176,0,266,44,565.9135785,568.9472851,242.9095205,5.991570282,266.6254708,480,43,947.2985847,954.8477526,251.6246751,7.98187403,267.4320711
6177,0,32,43,577.5003737,576.4999976,5,7.991238076,7,79,44,972.5002184,972.4999976,8,9.989390182,5
6178,0,-14,44,6.999833897,9.00E+00,8,9.000166103,5.979237148,-14,43,401.9990349,400,7,9.000996617,10
6179,0,7,46,9.999875423,1.00E+01,5,7.00E+00,10,123.5,45,401.9991179,398,10,6.000913565,5
6180,0,10,45,579.4995847,578.4999976,5,1.00E+01,5,55,42,969.49999,972.4999984,7,8,5
6181,0,-4,42,581.4999585,577.4999984,8,10,9,101,46,972.4996578,971.4999984,6,6.000332206,9
6182,0,-31,45,579.4996678,578.4999984,7,9.00029068,10,-11.5,44,969.4991387,970.4999984,9,5.000851277,6
6183,0,-17,44,5.00E+00,6.00E+00,5,7.00E+00,6,39,49,400.9995332,398,7,6.000456783,7
6184,0,-2,46,581.4999169,580.4999968,9,1.00E+01,8.020762852,265,45,973.4994086,968.4999968,8,7.00058136,8.041525705
6185,1,5,40,8.999626269,9.00E+00,10,6.000373731,6,38,43,396.9991595,401,5,7.00087204,9
6186,1,28,41,577.4998754,581.4999992,8,7.000124577,9,66,40,969.4992425,972.4999992,8,6.000788988,5
6187,1,-38.5,38,578.500436,578.4999968,5,7.991694859,6,-9,40,972.5004675,970.4999968,10,6.988725771,6
6188,0,42,40,6.00E+00,9.00E+00,6,8.00E+00,7.979237148,147,43,397.9996578,399,6,8.000373731,8
6189,0,330,44,492.5095872,498.3340943,574.1652907,9.985009221,574.5699463,598,45,870.0363314,872.0286214,573.4484796,5.980399867,575.8917705
6190,0,-5,44,577.5,581.4999976,7,10,5.010381426,83,42,972.4994501,968.4999976,7,7.00058136,8.979237148
6191,0,93.5,44,12.31954406,10.24254226,234.2171443,10.0001661,178.096284,236,47,405.4325487,408.9882068,311.5698804,9.000228391,243.3780746
6192,0,-14,42,579.4999585,581.4999992,10,7,6.010381426,196,46,968.4994917,971.4999992,8,8.000498308,5.020762852
6193,0,54,41,579.4997924,578.4999984,7,9.000124577,8.041525705,225,46,968.4994917,968.4999984,8,5.000456783,6.041525705
6194,0,-18,41,581.5,579.4999968,8,5.00E+00,9.020762852,104,45,971.4990349,972.4999968,6,5.000955091,6
6195,0,3,39,579.4997093,581.4999976,9,8.000249154,10,62,38,973.4993671,970.4999976,8,10.00066441,9
